scenario_id,date,year,month,season,region,grade,dryer_access_profile,harvest_fresh_kg,moisture_pct_est,fresh_to_dried_conversion_ratio_est,current_fresh_price_lkr_per_kg,current_dried_price_lkr_per_kg,drying_cost_total_lkr,storage_weeks,storage_cost_total_lkr,quality_loss_pct_est,usd_lkr_rate_est,diesel_price_lkr_litre_est,kerosene_price_lkr_litre_est,labour_cost_lkr_day_est,production_supply_index_est,global_export_demand_index_est
SCN-002698,1/28/2019,2019,1,main_harvest,Matale,LG,average_shared_dryer,112.3,71.9,4.43,715.7,4266.72,20997.19,5,3649.98,3.031178252,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002699,1/28/2019,2019,1,main_harvest,Matale,LLG1,average_shared_dryer,216.3,61.4,3.87,418.74,3670.92,38334.47,3,7045.12,4.611202636,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002700,1/28/2019,2019,1,main_harvest,Matale,LLG1,low_cost_owned_dryer,215,67.9,4.1,435.45,3670.92,26414.78,6,17085.85,1.604734202,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002701,1/28/2019,2019,1,main_harvest,Matale,LLG2,low_cost_owned_dryer,943.9,72.8,4.5,497.84,3265.7,96133.79,4,35122.03,1.064626203,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002702,1/28/2019,2019,1,main_harvest,Matale,LLG2,average_shared_dryer,601.5,65.7,4.16,541.9,3265.7,84062.46,2,15231.55,1.132821435,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002703,1/28/2019,2019,1,main_harvest,Matale,LB,average_shared_dryer,211.5,64.1,3.88,328.63,2652.41,29377.64,2,3961.3,2.334540164,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002704,1/28/2019,2019,1,main_harvest,Matale,LB,average_shared_dryer,78.6,69.6,4.2,326.04,2652.41,12266.68,4,3827.42,2.874997568,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002705,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LG,high_cost_rented_dryer,136.6,69.5,4.08,482.91,4412.29,36204.88,4,6571.98,3.685844347,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002706,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LG,average_shared_dryer,50.1,69.3,4.2,590.86,4412.29,8064.73,4,2358.64,0.2,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002707,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LLG1,low_cost_owned_dryer,269,60.5,3.7,771.2,3852.65,35984.69,3,5241.09,2.949862239,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002708,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LLG1,low_cost_owned_dryer,130.4,72.3,4.29,458.13,3852.65,12557.39,2,2695.89,0.884617282,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002709,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LLG2,average_shared_dryer,342.9,61.9,3.79,455.95,3235.53,30132.7,4,13269.32,3.022791625,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002710,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LLG2,high_cost_rented_dryer,209.1,68.7,4.13,460.06,3235.53,30931.86,3,6109.24,2.850080993,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002711,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LB,high_cost_rented_dryer,458.2,63.5,3.87,385.34,2734.22,108271.27,4,18103.58,3.706552281,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002712,1/28/2019,2019,1,main_harvest,Nuwara Eliya,LB,high_cost_rented_dryer,628.7,69.6,4.2,289.49,2734.22,91145.05,2,12687.18,2.519602372,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002713,1/28/2019,2019,1,main_harvest,Badulla,LG,average_shared_dryer,157.2,60.5,3.99,522.5,4086.9,27483.4,2,3385.42,2.259690504,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002714,1/28/2019,2019,1,main_harvest,Badulla,LG,high_cost_rented_dryer,598.4,70.8,4.46,640.25,4086.9,80038.29,3,9920.12,3.995868643,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002715,1/28/2019,2019,1,main_harvest,Badulla,LLG1,average_shared_dryer,183.6,77.2,4.49,519.52,3730.8,31676.93,8,16678.44,2.502731825,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002716,1/28/2019,2019,1,main_harvest,Badulla,LLG1,high_cost_rented_dryer,197.5,62.3,4.03,402.79,3730.8,40199.45,3,4001.76,2.260102863,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002717,1/28/2019,2019,1,main_harvest,Badulla,LLG2,average_shared_dryer,213.8,69.6,4.06,607.29,3078.07,27552.36,4,5474.75,1.177412329,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002718,1/28/2019,2019,1,main_harvest,Badulla,LLG2,average_shared_dryer,231.1,67.6,3.91,457.35,3078.07,31092.5,6,8957.34,3.488156139,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002719,1/28/2019,2019,1,main_harvest,Badulla,LB,low_cost_owned_dryer,197.7,69.8,4.33,334.74,2581.85,19868.99,2,3123.69,2.468715298,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002720,1/28/2019,2019,1,main_harvest,Badulla,LB,high_cost_rented_dryer,98.5,66.6,4.13,294.27,2581.85,11408.01,3,3295.31,2.513602048,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002721,1/28/2019,2019,1,main_harvest,Ratnapura,LG,average_shared_dryer,584.2,66.4,4.04,653.24,3562.71,52145.63,6,30806.5,0.2,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002722,1/28/2019,2019,1,main_harvest,Ratnapura,LG,average_shared_dryer,103.3,70.7,4.23,694.58,3562.71,15483.78,8,10679.41,2.279269419,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002723,1/28/2019,2019,1,main_harvest,Ratnapura,LLG1,high_cost_rented_dryer,47,66.6,3.7,519.95,3528.86,12047.12,8,2142.16,4.273634685,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002724,1/28/2019,2019,1,main_harvest,Ratnapura,LLG1,high_cost_rented_dryer,392.3,67.7,3.93,450.49,3528.86,83768.86,4,9295.43,5.285998435,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002725,1/28/2019,2019,1,main_harvest,Ratnapura,LLG2,high_cost_rented_dryer,251.8,70.6,4.27,401.32,2817.59,37047.59,5,7698.65,3.833524864,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002726,1/28/2019,2019,1,main_harvest,Ratnapura,LLG2,high_cost_rented_dryer,270.3,64.5,3.94,576.39,2817.59,50201.98,4,11475.71,3.608763851,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002727,1/28/2019,2019,1,main_harvest,Ratnapura,LB,average_shared_dryer,69.4,62.8,3.72,335.78,2351.63,11202.23,5,2148.85,3.982642104,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002728,1/28/2019,2019,1,main_harvest,Ratnapura,LB,high_cost_rented_dryer,233.3,78.5,4.48,352.74,2351.63,41560.47,8,11628.47,3.02163662,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002729,1/28/2019,2019,1,main_harvest,Kegalle,LG,average_shared_dryer,89.7,68.2,4.36,622.64,3935.19,10388.94,3,2163.71,5.870441188,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002730,1/28/2019,2019,1,main_harvest,Kegalle,LG,low_cost_owned_dryer,104.5,62.5,3.98,482.8,3935.19,12110.9,8,10446.63,0.39115592,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002731,1/28/2019,2019,1,main_harvest,Kegalle,LLG1,average_shared_dryer,67.7,77.8,4.6,574.65,3593.55,10109.41,5,3987.67,3.16898256,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002732,1/28/2019,2019,1,main_harvest,Kegalle,LLG1,average_shared_dryer,50.4,66.1,4.01,515.92,3593.55,8299.36,2,1282.32,4.586552355,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002733,1/28/2019,2019,1,main_harvest,Kegalle,LLG2,average_shared_dryer,538.8,60.2,4,441.88,2845.58,61052.33,4,17648.59,2.152733284,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002734,1/28/2019,2019,1,main_harvest,Kegalle,LLG2,high_cost_rented_dryer,181.9,65.6,4.19,397.39,2845.58,35690.18,2,3805.31,2.940071693,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002735,1/28/2019,2019,1,main_harvest,Kegalle,LB,low_cost_owned_dryer,604.3,68.7,4.13,335.12,2328.57,62022.21,2,6152.32,2.546797864,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002736,1/28/2019,2019,1,main_harvest,Kegalle,LB,average_shared_dryer,64.2,71.7,4.26,295.82,2328.57,11490.24,6,3915.19,1.086881764,179.63,105.99,71.42,1011.42,109.91,90.8
SCN-002737,2/4/2019,2019,2,post_harvest,Kandy,LG,average_shared_dryer,188.9,64.8,4.06,646.44,4550.87,32225.22,8,13251.35,0.746517869,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002738,2/4/2019,2019,2,post_harvest,Kandy,LG,low_cost_owned_dryer,161,72.4,4.45,836.71,4550.87,17475.04,8,13210.76,0.2,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002739,2/4/2019,2019,2,post_harvest,Kandy,LLG1,average_shared_dryer,425.8,63.4,3.97,559.42,4123.65,58305.69,6,30129.55,4.90211703,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002740,2/4/2019,2019,2,post_harvest,Kandy,LLG1,low_cost_owned_dryer,180.3,58.3,3.86,519.33,4123.65,19981.51,6,12661.44,2.894482327,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002741,2/4/2019,2019,2,post_harvest,Kandy,LLG2,low_cost_owned_dryer,134.4,60,3.91,627.63,3694.48,17323.31,8,9954.66,2.513604247,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002742,2/4/2019,2019,2,post_harvest,Kandy,LLG2,low_cost_owned_dryer,158.3,71.8,4.55,478.45,3694.48,19243.96,8,8002.26,0.2,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002743,2/4/2019,2019,2,post_harvest,Kandy,LB,high_cost_rented_dryer,296.5,67,4.19,331.38,3009.02,51547.91,8,29638.09,5.117038396,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002744,2/4/2019,2019,2,post_harvest,Kandy,LB,low_cost_owned_dryer,885.8,64.2,3.88,358.67,3009.02,73758.71,3,27687.83,1.950361498,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002745,2/4/2019,2019,2,post_harvest,Matale,LG,average_shared_dryer,89.6,72,4.43,516.68,4427.75,8870.46,3,2115.21,2.309467592,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002746,2/4/2019,2019,2,post_harvest,Matale,LG,low_cost_owned_dryer,375.8,69.6,4.39,685.61,4427.75,30317.62,4,7085.52,4.772402596,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002747,2/4/2019,2019,2,post_harvest,Matale,LLG1,low_cost_owned_dryer,481.5,58.8,3.7,471.61,3834.73,53076.51,5,24349.25,2.854789389,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002748,2/4/2019,2019,2,post_harvest,Matale,LLG1,average_shared_dryer,53.3,65.1,3.75,378.32,3834.73,10455.06,4,2086.35,4.068625329,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002749,2/4/2019,2019,2,post_harvest,Matale,LLG2,average_shared_dryer,271,65,4.09,480.01,3717.23,28170.56,5,15576.66,2.97344011,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002750,2/4/2019,2019,2,post_harvest,Matale,LLG2,low_cost_owned_dryer,125.5,70.3,4.38,417.18,3717.23,20496.58,3,2653.06,2.758078273,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002751,2/4/2019,2019,2,post_harvest,Matale,LB,average_shared_dryer,273.3,74.3,4.45,358.98,2813.9,42945.06,5,10149.64,3.879290601,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002752,2/4/2019,2019,2,post_harvest,Matale,LB,high_cost_rented_dryer,457.1,68.4,4.12,291.61,2813.9,73810.99,6,29604.89,2.647990088,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002753,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LG,average_shared_dryer,176.4,70.7,4.18,639.37,4587.49,22620.15,4,7569.84,3.657804255,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002754,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LG,average_shared_dryer,236.2,74.8,4.39,733.65,4587.49,38459.97,4,10975.47,0.2,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002755,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LLG1,low_cost_owned_dryer,52.1,66.5,4.3,466.13,4209.48,6866.2,4,1042.22,4.297892547,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002756,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LLG1,high_cost_rented_dryer,122,69.2,4.44,750.51,4209.48,25097.67,4,3408.08,3.028010537,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002757,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LLG2,low_cost_owned_dryer,154.8,63.7,3.7,450.71,3490.11,24546.59,4,6923.92,1.480290476,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002758,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LLG2,high_cost_rented_dryer,137.1,65.9,4.01,453.51,3490.11,35880.95,3,4277.68,6.560103808,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002759,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LB,high_cost_rented_dryer,182.5,59.8,3.86,450.2,2699.84,39126.83,5,12729.54,5.137292394,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002760,2/4/2019,2019,2,post_harvest,Nuwara Eliya,LB,average_shared_dryer,143.5,66.1,4.21,254.12,2699.84,18425.21,5,4355.98,3.334725066,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002761,2/4/2019,2019,2,post_harvest,Badulla,LG,low_cost_owned_dryer,346.6,78.6,4.75,523.09,4090.44,35802.85,2,6153.47,1.261017981,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002762,2/4/2019,2019,2,post_harvest,Badulla,LG,low_cost_owned_dryer,221.5,71.1,4.37,554.29,4090.44,25597.44,6,16158.05,2.24718302,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002763,2/4/2019,2019,2,post_harvest,Badulla,LLG1,average_shared_dryer,401.9,56.1,3.7,520.07,3655.53,49637.78,5,26310.15,2.924030618,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002764,2/4/2019,2019,2,post_harvest,Badulla,LLG1,high_cost_rented_dryer,109.3,66.7,4.15,532.75,3655.53,27006.57,6,5291.69,1.624348352,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002765,2/4/2019,2019,2,post_harvest,Badulla,LLG2,average_shared_dryer,82.3,58.2,3.7,314.78,3037.72,10671.69,4,4985.06,4.619621021,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002766,2/4/2019,2019,2,post_harvest,Badulla,LLG2,average_shared_dryer,88,69.4,4.11,345.56,3037.72,11954.86,3,3473.3,1.68462533,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002767,2/4/2019,2019,2,post_harvest,Badulla,LB,average_shared_dryer,494.4,79,4.72,341.47,2520.39,38811.82,4,14837.8,1.069035635,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002768,2/4/2019,2019,2,post_harvest,Badulla,LB,average_shared_dryer,261.8,69,4.28,320.23,2520.39,35844.5,2,2931.77,1.731447496,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002769,2/4/2019,2019,2,post_harvest,Ratnapura,LG,average_shared_dryer,261.3,63.5,4,744.33,3972.04,32475.98,2,3977.74,0.848861679,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002770,2/4/2019,2019,2,post_harvest,Ratnapura,LG,low_cost_owned_dryer,147.5,55.6,3.77,763,3972.04,22936.02,5,9888.17,4.148193139,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002771,2/4/2019,2019,2,post_harvest,Ratnapura,LLG1,high_cost_rented_dryer,294.5,66.1,4.04,503.97,3628.49,53047.09,4,8825.86,4.453613181,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002772,2/4/2019,2019,2,post_harvest,Ratnapura,LLG1,high_cost_rented_dryer,138.4,71,4.18,489.95,3628.49,26686.68,6,10701.15,0.2,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002773,2/4/2019,2019,2,post_harvest,Ratnapura,LLG2,average_shared_dryer,217.1,76,4.55,351.37,2969.39,31324.33,5,5182.2,1.046176982,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002774,2/4/2019,2019,2,post_harvest,Ratnapura,LLG2,average_shared_dryer,392.5,72.5,4.54,293.03,2969.39,54774.83,4,19025.05,1.265083984,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002775,2/4/2019,2019,2,post_harvest,Ratnapura,LB,average_shared_dryer,69.3,64.1,3.79,321.53,2391.21,9922.49,5,2720.2,2.80545145,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002776,2/4/2019,2019,2,post_harvest,Ratnapura,LB,low_cost_owned_dryer,134.6,72.5,4.04,397.35,2391.21,16905.16,6,6802.65,0.409756886,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002777,2/4/2019,2019,2,post_harvest,Kegalle,LG,average_shared_dryer,212.1,70.8,4.31,404.7,3886.67,27870.9,5,5293.81,2.377891488,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002778,2/4/2019,2019,2,post_harvest,Kegalle,LG,high_cost_rented_dryer,274.4,70.7,4.3,535.04,3886.67,51404.69,2,6776.33,2.858428836,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002779,2/4/2019,2019,2,post_harvest,Kegalle,LLG1,high_cost_rented_dryer,816.9,68.2,4.15,426.43,3500.78,178951.25,2,11302.23,6.058402392,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002780,2/4/2019,2019,2,post_harvest,Kegalle,LLG1,average_shared_dryer,486.8,68.4,4.11,636.54,3500.78,57938.87,8,51783.35,3.834664687,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002781,2/4/2019,2019,2,post_harvest,Kegalle,LLG2,average_shared_dryer,176.1,66.9,4.52,413.94,3033.62,22633.24,8,11425.89,4.200605895,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002782,2/4/2019,2019,2,post_harvest,Kegalle,LLG2,low_cost_owned_dryer,143.4,67.4,4.5,377.1,3033.62,22471.98,3,4329.91,2.087648324,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002783,2/4/2019,2019,2,post_harvest,Kegalle,LB,high_cost_rented_dryer,323.8,66,4.35,386.51,2518.55,47999.98,3,9276.48,3.102189334,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002784,2/4/2019,2019,2,post_harvest,Kegalle,LB,average_shared_dryer,485.1,65.5,4.2,352.38,2518.55,49138.77,3,12087.93,2.497843766,179.44,106.83,75.67,1132.51,104.3,96.58
SCN-002785,2/11/2019,2019,2,post_harvest,Kandy,LG,average_shared_dryer,179.5,67.8,4.36,725.77,4730.6,23789.44,2,2785.7,0.469917592,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002786,2/11/2019,2019,2,post_harvest,Kandy,LG,average_shared_dryer,40.5,68,4.47,614.97,4730.6,5941.3,4,755.88,0.791142512,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002787,2/11/2019,2019,2,post_harvest,Kandy,LLG1,high_cost_rented_dryer,118.7,73.3,4.37,482.07,4008.35,22677.84,4,5868.06,4.418352908,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002788,2/11/2019,2019,2,post_harvest,Kandy,LLG1,average_shared_dryer,252.9,67.6,4.08,449.09,4008.35,36815.89,8,17070.29,1.83870096,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002789,2/11/2019,2019,2,post_harvest,Kandy,LLG2,high_cost_rented_dryer,323,64.9,4.16,491.52,3439.37,50942.17,4,8526.54,4.378277598,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002790,2/11/2019,2019,2,post_harvest,Kandy,LLG2,low_cost_owned_dryer,57.9,70.6,4.31,517.51,3439.37,7965.22,4,1836.86,1.003006743,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002791,2/11/2019,2019,2,post_harvest,Kandy,LB,average_shared_dryer,55.5,72.3,4.13,364.99,2770.89,7090.48,5,2058.86,2.871684858,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002792,2/11/2019,2019,2,post_harvest,Kandy,LB,average_shared_dryer,381.7,70.9,4.14,335.95,2770.89,38038.17,2,8088.37,2.52360363,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002793,2/11/2019,2019,2,post_harvest,Matale,LG,average_shared_dryer,229.9,69.4,4.06,894.53,4507.37,46949.18,2,3503.34,0.7032594,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002794,2/11/2019,2019,2,post_harvest,Matale,LG,average_shared_dryer,109.2,61.3,3.84,641.4,4507.37,18458.18,5,7997.01,4.562749896,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002795,2/11/2019,2019,2,post_harvest,Matale,LLG1,average_shared_dryer,2173,59.2,3.77,544.2,4037.03,304485.33,3,96586.06,3.6216014,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002796,2/11/2019,2019,2,post_harvest,Matale,LLG1,average_shared_dryer,674.7,64.2,3.85,660.54,4037.03,93062.29,8,29986.22,2.343530262,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002797,2/11/2019,2019,2,post_harvest,Matale,LLG2,low_cost_owned_dryer,227.7,69.9,3.94,464.94,3507.18,25687.04,8,11857.83,1.754395084,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002798,2/11/2019,2019,2,post_harvest,Matale,LLG2,low_cost_owned_dryer,662.2,67,3.99,580.29,3507.18,64789.92,6,39697.08,0.2,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002799,2/11/2019,2019,2,post_harvest,Matale,LB,average_shared_dryer,528.8,66.3,4.54,334.71,2797.62,58915.47,5,31447.97,2.250924014,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002800,2/11/2019,2019,2,post_harvest,Matale,LB,low_cost_owned_dryer,215.4,79.1,5.08,395.48,2797.62,24957.14,5,10952.57,3.535906667,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002801,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LG,average_shared_dryer,108.4,59.9,3.7,533.06,4649.53,21196.1,3,2281.82,1.3521829,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002802,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LG,average_shared_dryer,111.1,68.2,4.1,594.35,4649.53,20610.53,4,4126.1,3.604753624,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002803,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LLG1,high_cost_rented_dryer,512.7,70.1,4.31,594.51,3921.95,101867.15,6,35816.47,3.26577688,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002804,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LLG1,high_cost_rented_dryer,133.4,71.7,4.62,623.15,3921.95,26600.74,2,1996.57,2.13245658,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002805,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LLG2,high_cost_rented_dryer,163.1,69.7,4.15,588.68,3884.82,32270.84,2,2171.97,4.642373804,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002806,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LLG2,average_shared_dryer,52.7,55,3.7,540.41,3884.82,7956.87,5,3649.25,1.787949449,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002807,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LB,high_cost_rented_dryer,126.7,68.8,4.33,423.51,2854.97,31736.33,4,3404.94,2.14698472,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002808,2/11/2019,2019,2,post_harvest,Nuwara Eliya,LB,high_cost_rented_dryer,131.7,67.6,4.24,553.32,2854.97,27585.76,4,2682.12,3.304086353,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002809,2/11/2019,2019,2,post_harvest,Badulla,LG,average_shared_dryer,369.7,76.9,4.71,528.42,4221.5,42099.79,4,11913.98,2.71959943,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002810,2/11/2019,2019,2,post_harvest,Badulla,LG,average_shared_dryer,451.1,70.7,4.56,606.08,4221.5,41249.62,4,18571.31,1.549562598,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002811,2/11/2019,2019,2,post_harvest,Badulla,LLG1,average_shared_dryer,401.3,71.3,4.45,617.31,3591.8,43551.98,8,30033.94,1.530918327,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002812,2/11/2019,2019,2,post_harvest,Badulla,LLG1,high_cost_rented_dryer,377.9,64.6,4.36,439.82,3591.8,46444.37,3,7611.23,2.346116285,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002813,2/11/2019,2019,2,post_harvest,Badulla,LLG2,low_cost_owned_dryer,69.9,62.3,3.7,537.9,3323.64,7787.19,8,8322.58,3.415532078,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002814,2/11/2019,2019,2,post_harvest,Badulla,LLG2,low_cost_owned_dryer,478.6,68.6,4.05,434.29,3323.64,34793.11,6,20272.38,0.2,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002815,2/11/2019,2019,2,post_harvest,Badulla,LB,low_cost_owned_dryer,166.5,70.3,4.55,257.83,2476.29,16416.52,2,2181.53,3.662670885,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002816,2/11/2019,2019,2,post_harvest,Badulla,LB,average_shared_dryer,215.2,74,4.63,294.48,2476.29,27965.74,8,13513.51,2.835496122,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002817,2/11/2019,2019,2,post_harvest,Ratnapura,LG,high_cost_rented_dryer,93.8,76.6,4.3,423.38,3825.37,17552.74,2,1414.67,3.375318466,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002818,2/11/2019,2019,2,post_harvest,Ratnapura,LG,average_shared_dryer,138.6,79.8,4.63,612.71,3825.37,15005.07,3,3565.55,3.557428117,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002819,2/11/2019,2019,2,post_harvest,Ratnapura,LLG1,average_shared_dryer,298.9,72.3,4.38,419.96,3645.22,32635.35,8,14729.13,1.469998491,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002820,2/11/2019,2019,2,post_harvest,Ratnapura,LLG1,average_shared_dryer,403.3,71.3,4.34,647.18,3645.22,35045.02,4,15964.05,1.310531816,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002821,2/11/2019,2019,2,post_harvest,Ratnapura,LLG2,average_shared_dryer,117,68.2,4.2,378.53,2952.07,15042.98,3,3205.34,1.327625415,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002822,2/11/2019,2019,2,post_harvest,Ratnapura,LLG2,low_cost_owned_dryer,180.6,70.4,4.41,406.53,2952.07,20072.21,6,13871.2,3.477316979,177.17,104.01,67.38,1016.44,113.1,94.92
SCN-002823,2/11/2019,2019,2,post_harvest,Ratnapura,LB,low_cost_owned_dryer,290.9,75,4.32,407.53,2248.49,31453.03,5,12918.15,1.459617621,177.17,104.01,67.38,1016.44,113.1,94.92
