date,year,month,week_of_year,quarter,season,region,production_zone,altitude_m,grade,grade_description,dried_price_lkr_per_kg,fresh_price_lkr_per_kg_est,usd_lkr_rate_est,diesel_price_lkr_litre_est,kerosene_price_lkr_litre_est,labour_cost_lkr_day_est,electricity_price_lkr_kwh_est,rainfall_mm_est,temperature_c_est,humidity_pct_est,production_supply_index_est,global_export_demand_index_est,fuel_drying_cost_lkr_per_dried_kg_est,labour_drying_cost_lkr_per_dried_kg_est,electricity_drying_cost_lkr_per_dried_kg_est,barn_rental_lkr_per_dried_kg_est,packaging_transport_lkr_per_dried_kg_est,total_drying_cost_lkr_per_dried_kg_est,fresh_to_dried_conversion_ratio_est,data_source_class
7/23/2018,2018,7,30,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,2503.41,364.41,162.26,125.57,74.63,936.13,17.83,272.1,25.4,76.7,89.67,86.13,113.17,59.94,31.57,67.53,118.81,391.02,4.01,source_calibrated_synthetic
7/23/2018,2018,7,30,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,2007.94,296.83,162.26,125.57,74.63,936.13,17.83,272.1,25.4,76.7,89.67,86.13,94.29,53.14,55.13,86.59,112.61,401.76,3.96,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kandy,Central highland,900,LG,Lanka Green / premium green pods,3720.06,518.1,163.65,122.86,66.45,978.29,16.61,191.2,24.2,70.5,85.59,87.08,75.56,68.91,28.43,48.91,104.85,326.66,4.11,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,3156.85,431.4,163.65,122.86,66.45,978.29,16.61,191.2,24.2,70.5,85.59,87.08,65.65,60.12,30.05,94.06,98.41,348.29,4.3,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,2757.77,350.83,163.65,122.86,66.45,978.29,16.61,191.2,24.2,70.5,85.59,87.08,66.84,54.94,50.86,96.04,126.14,394.82,4.3,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kandy,Central highland,900,LB,Lower/brown grade,2311.78,336.34,163.65,122.86,66.45,978.29,16.61,191.2,24.2,70.5,85.59,87.08,85.36,44.8,54.65,81.27,99.13,365.21,3.9,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Matale,Central highland,650,LG,Lanka Green / premium green pods,3744.91,483.53,163.65,122.86,66.45,978.29,16.61,176.3,24.8,73.5,85.59,87.08,66.7,68.39,32.51,85.32,101.4,354.32,4.3,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,2997.32,419.92,163.65,122.86,66.45,978.29,16.61,176.3,24.8,73.5,85.59,87.08,98.99,62.48,25.91,76.8,78.75,342.93,3.85,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,2833,432.75,163.65,122.86,66.45,978.29,16.61,176.3,24.8,73.5,85.59,87.08,130.1,69.4,28.04,81.37,106.16,415.07,4.15,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Matale,Central highland,650,LB,Lower/brown grade,2395.9,333.31,163.65,122.86,66.45,978.29,16.61,176.3,24.8,73.5,85.59,87.08,101.2,55.87,26.33,86.76,75.35,345.51,4.11,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,3810.72,488.56,163.65,122.86,66.45,978.29,16.61,213.2,22,77.5,85.59,87.08,71.94,68.6,56.48,67.6,117.16,381.78,4.38,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,3245.9,470.96,163.65,122.86,66.45,978.29,16.61,213.2,22,77.5,85.59,87.08,98.09,62.03,40.32,67.65,98.76,366.85,3.95,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,2865.19,437.15,163.65,122.86,66.45,978.29,16.61,213.2,22,77.5,85.59,87.08,49.32,58.29,53.39,102.71,68.75,332.46,3.99,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,2367.73,338.08,163.65,122.86,66.45,978.29,16.61,213.2,22,77.5,85.59,87.08,49.67,55.65,57.71,111.37,96.05,370.45,4.09,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,3441.45,414.91,163.65,122.86,66.45,978.29,16.61,205.5,24.2,78.1,85.59,87.08,69.39,65.21,29.96,105.99,81.61,352.16,4.46,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,2803.89,382.26,163.65,122.86,66.45,978.29,16.61,205.5,24.2,78.1,85.59,87.08,93.61,48.55,39.93,115.76,104.99,402.84,4.16,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,2587.54,371.4,163.65,122.86,66.45,978.29,16.61,205.5,24.2,78.1,85.59,87.08,84.03,59.73,56.44,64.91,95.14,360.25,4,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Badulla,Uva highland,750,LB,Lower/brown grade,2127.78,263.92,163.65,122.86,66.45,978.29,16.61,205.5,24.2,78.1,85.59,87.08,61.77,58.06,38.67,60.97,134.09,353.56,4.34,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,3353.19,470.81,163.65,122.86,66.45,978.29,16.61,253.2,26.8,75.9,85.59,87.08,96.88,69.2,55.99,110.19,94.37,426.63,4.21,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,2859.28,380.52,163.65,122.86,66.45,978.29,16.61,253.2,26.8,75.9,85.59,87.08,57.15,58.77,56.54,95.65,131.77,399.88,4.41,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,2315.45,348.11,163.65,122.86,66.45,978.29,16.61,253.2,26.8,75.9,85.59,87.08,104.77,52.75,52.86,110.1,89.96,410.44,4.11,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,1935.62,279.18,163.65,122.86,66.45,978.29,16.61,253.2,26.8,75.9,85.59,87.08,64.19,63.58,57.66,100.26,127.64,413.33,4.33,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,3174.51,363.96,163.65,122.86,66.45,978.29,16.61,272.9,25.1,76.5,85.59,87.08,113.39,66.06,26.36,57.76,95.25,358.82,4.51,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,2898.94,444.26,163.65,122.86,66.45,978.29,16.61,272.9,25.1,76.5,85.59,87.08,91.91,48.59,40.04,66.3,63.25,310.09,3.9,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,2664.74,399.16,163.65,122.86,66.45,978.29,16.61,272.9,25.1,76.5,85.59,87.08,101.1,65.59,48.11,71.59,133.25,419.64,4.44,source_calibrated_synthetic
7/30/2018,2018,7,31,3,off_season_tight_supply,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,2054.49,264.73,163.65,122.86,66.45,978.29,16.61,272.9,25.1,76.5,85.59,87.08,64.42,49.71,25.88,97.54,128.73,366.28,4.11,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,3450.85,409.18,164.16,119.3,71.24,900.93,18.68,198.4,22.8,68.7,89.73,84.1,69.19,46.24,38.31,117.56,127.45,398.75,4.58,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,3137.78,404.53,164.16,119.3,71.24,900.93,18.68,198.4,22.8,68.7,89.73,84.1,68.93,47.19,35.41,67.29,70.57,289.39,4.31,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,2708.12,398.72,164.16,119.3,71.24,900.93,18.68,198.4,22.8,68.7,89.73,84.1,100.85,51.29,59.65,75.13,135.74,422.66,4.06,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kandy,Central highland,900,LB,Lower/brown grade,2200.01,325.36,164.16,119.3,71.24,900.93,18.68,198.4,22.8,68.7,89.73,84.1,102.89,43.3,41.9,61.19,81.25,330.53,4.13,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,3471.16,513.92,164.16,119.3,71.24,900.93,18.68,170,24.6,68.7,89.73,84.1,101.59,48.01,46.51,111.54,106.09,413.74,3.85,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,2898.17,405.31,164.16,119.3,71.24,900.93,18.68,170,24.6,68.7,89.73,84.1,69.29,42.89,62.13,109.83,101.82,385.96,4.05,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,2516,357.44,164.16,119.3,71.24,900.93,18.68,170,24.6,68.7,89.73,84.1,75.54,63.02,56.4,46.19,138.15,379.3,3.85,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Matale,Central highland,650,LB,Lower/brown grade,2148.49,270.53,164.16,119.3,71.24,900.93,18.68,170,24.6,68.7,89.73,84.1,80.33,44.13,46.02,110.38,115.71,396.57,4.12,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,3718.87,549.25,164.16,119.3,71.24,900.93,18.68,198.9,21.2,70.2,89.73,84.1,100.71,54.33,39.06,57.29,127.19,378.58,4.03,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,2948.46,412.84,164.16,119.3,71.24,900.93,18.68,198.9,21.2,70.2,89.73,84.1,85.19,58.99,52.98,80.07,111.33,388.56,4.16,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,2827.66,341.62,164.16,119.3,71.24,900.93,18.68,198.9,21.2,70.2,89.73,84.1,56.75,53.09,57.18,68.41,85.68,321.11,4.42,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,2162.19,292.97,164.16,119.3,71.24,900.93,18.68,198.9,21.2,70.2,89.73,84.1,80.37,63.9,62.88,70.45,72.14,349.74,3.85,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,3315.54,452.05,164.16,119.3,71.24,900.93,18.68,93.7,24.2,72.6,89.73,84.1,82.46,41.33,30.01,64.32,132.23,350.35,4.11,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,2941.58,459.76,164.16,119.3,71.24,900.93,18.68,93.7,24.2,72.6,89.73,84.1,103.04,47.44,32.36,82.88,131.28,397,4.03,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,2586.55,351.83,164.16,119.3,71.24,900.93,18.68,93.7,24.2,72.6,89.73,84.1,65.11,47.61,58.64,45.65,76.22,293.23,4.24,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,2019.12,272.32,164.16,119.3,71.24,900.93,18.68,93.7,24.2,72.6,89.73,84.1,96.33,61.41,59.77,77.54,75.94,370.99,4.12,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,3327.17,434.32,164.16,119.3,71.24,900.93,18.68,232.1,25.5,77.2,89.73,84.1,84.25,58.21,42.42,53.8,99.77,338.45,4.32,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,2890.41,367.47,164.16,119.3,71.24,900.93,18.68,232.1,25.5,77.2,89.73,84.1,88.12,50.75,29.88,79.83,68.67,317.25,4.16,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,2295.64,292.19,164.16,119.3,71.24,900.93,18.68,232.1,25.5,77.2,89.73,84.1,63.04,44.5,42.19,48.63,86.6,284.96,4.16,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,1780.12,285.02,164.16,119.3,71.24,900.93,18.68,232.1,25.5,77.2,89.73,84.1,66.54,45.49,63.56,84.58,136.03,396.2,3.85,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,3048.65,458.98,164.16,119.3,71.24,900.93,18.68,206.4,24.7,68.1,89.73,84.1,54.9,47.8,43.55,77.25,97.63,321.13,4.09,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,2759.85,374.04,164.16,119.3,71.24,900.93,18.68,206.4,24.7,68.1,89.73,84.1,71.39,54.26,56.96,52.66,124.46,359.73,4.31,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,2340.28,325,164.16,119.3,71.24,900.93,18.68,206.4,24.7,68.1,89.73,84.1,90.87,51.6,51.28,119.63,79.3,392.68,4.11,source_calibrated_synthetic
8/6/2018,2018,8,32,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,1993.2,264.93,164.16,119.3,71.24,900.93,18.68,206.4,24.7,68.1,89.73,84.1,71.73,50.02,36.93,76.94,86.85,322.47,4.06,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,3548.07,456.98,160.48,118.91,69.67,891.02,18.19,171,23.6,70.5,94,85.16,73.86,52.26,34.59,63.09,102.82,326.62,4.24,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,3070.93,368.74,160.48,118.91,69.67,891.02,18.19,171,23.6,70.5,94,85.16,94.5,47.14,59.08,73.39,132.32,406.43,4.16,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,2663.26,333.66,160.48,118.91,69.67,891.02,18.19,171,23.6,70.5,94,85.16,104.64,58.4,48.85,62.21,104.97,379.07,4.08,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kandy,Central highland,900,LB,Lower/brown grade,2275.91,293.28,160.48,118.91,69.67,891.02,18.19,171,23.6,70.5,94,85.16,109.25,47.66,47,109.12,102.07,415.1,4.27,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,3389.47,465.24,160.48,118.91,69.67,891.02,18.19,185.7,23.8,74.1,94,85.16,78.41,46.16,42.16,58.37,124.07,349.17,4.26,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,3031.27,394.11,160.48,118.91,69.67,891.02,18.19,185.7,23.8,74.1,94,85.16,98.39,57.97,60.24,80.13,125.14,421.87,4.18,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,2645.9,342.92,160.48,118.91,69.67,891.02,18.19,185.7,23.8,74.1,94,85.16,93.32,52.47,62.4,94.95,104.52,407.66,4.18,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Matale,Central highland,650,LB,Lower/brown grade,2186.99,289.19,160.48,118.91,69.67,891.02,18.19,185.7,23.8,74.1,94,85.16,134.36,58.18,53.32,45.92,87.7,379.48,4.17,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,3578.23,482.49,160.48,118.91,69.67,891.02,18.19,165.3,22.1,73.8,94,85.16,113.19,58.68,35.13,59.5,146.96,413.46,4.34,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,3140.38,451.21,160.48,118.91,69.67,891.02,18.19,165.3,22.1,73.8,94,85.16,132.49,50.16,30.51,97.82,100.56,411.54,4.07,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,2804.66,384.51,160.48,118.91,69.67,891.02,18.19,165.3,22.1,73.8,94,85.16,130.21,40.5,38.45,113.95,64.64,387.75,4.13,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,2119.4,304.75,160.48,118.91,69.67,891.02,18.19,165.3,22.1,73.8,94,85.16,95.88,44.56,35.56,102.31,111.1,389.41,4.32,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,3147.8,479.6,160.48,118.91,69.67,891.02,18.19,135.2,24.1,76.1,94,85.16,78.86,42.28,63.17,80.83,106.17,371.31,4.09,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,2793.76,341.25,160.48,118.91,69.67,891.02,18.19,135.2,24.1,76.1,94,85.16,54.64,55.81,56.7,115.87,135.56,418.58,4.43,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,2414.68,367.91,160.48,118.91,69.67,891.02,18.19,135.2,24.1,76.1,94,85.16,66.46,45.15,53.92,48.18,143.12,356.83,4.01,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,2194.08,335.84,160.48,118.91,69.67,891.02,18.19,135.2,24.1,76.1,94,85.16,90.48,51.39,42.08,74.49,83.14,341.58,3.85,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,3111.85,443.07,160.48,118.91,69.67,891.02,18.19,275.6,26,74.6,94,85.16,58.16,42.73,56.29,55.95,131.5,344.63,4.23,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,2582.96,339.25,160.48,118.91,69.67,891.02,18.19,275.6,26,74.6,94,85.16,25.88,43.74,62.31,110.68,82.52,325.13,4.25,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,2326,322.39,160.48,118.91,69.67,891.02,18.19,275.6,26,74.6,94,85.16,94.01,43.88,31.78,54,133.45,357.12,4.2,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,1846.66,222.21,160.48,118.91,69.67,891.02,18.19,275.6,26,74.6,94,85.16,115.27,41.7,54.41,91.59,138.31,441.28,4.22,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LG,Lanka Green / premium green pods,3240.36,451.51,160.48,118.91,69.67,891.02,18.19,172.2,24.8,74,94,85.16,89.05,54.01,41.16,83.9,69.22,337.34,4.11,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG1,Lanka Light Green grade 1,2906.54,420.14,160.48,118.91,69.67,891.02,18.19,172.2,24.8,74,94,85.16,81.35,49.13,43.09,59.8,97.16,330.53,4.01,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LLG2,Lanka Light Green grade 2,2476.82,328.55,160.48,118.91,69.67,891.02,18.19,172.2,24.8,74,94,85.16,81.97,42.05,57.27,113.97,116,411.26,4.27,source_calibrated_synthetic
8/13/2018,2018,8,33,3,pre_harvest,Kegalle,Sabaragamuwa wet zone,500,LB,Lower/brown grade,1987.6,285.25,160.48,118.91,69.67,891.02,18.19,172.2,24.8,74,94,85.16,95.46,44.91,31.81,67.78,82.59,322.55,4.14,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Kandy,Central highland,900,LG,Lanka Green / premium green pods,3550.52,509.06,160.08,123.09,73.24,1067.3,18.67,121.7,22.6,68.5,101.43,85.74,94.75,58.71,41.49,116,109.62,420.57,4.26,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Kandy,Central highland,900,LLG1,Lanka Light Green grade 1,2939.6,406.39,160.08,123.09,73.24,1067.3,18.67,121.7,22.6,68.5,101.43,85.74,93.95,71.59,29.27,48.41,132.68,375.9,4.05,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Kandy,Central highland,900,LLG2,Lanka Light Green grade 2,2776.56,403.06,160.08,123.09,73.24,1067.3,18.67,121.7,22.6,68.5,101.43,85.74,88.26,54.82,54.74,53.63,65.67,317.12,3.91,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Kandy,Central highland,900,LB,Lower/brown grade,2266.99,273.28,160.08,123.09,73.24,1067.3,18.67,121.7,22.6,68.5,101.43,85.74,71.8,61.27,64.47,105.39,104.78,407.71,4.18,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Matale,Central highland,650,LG,Lanka Green / premium green pods,3580.2,515.92,160.08,123.09,73.24,1067.3,18.67,165.4,24.9,71.7,101.43,85.74,91.42,71.84,37.13,115.09,132.84,448.32,4.23,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Matale,Central highland,650,LLG1,Lanka Light Green grade 1,3006.24,489.52,160.08,123.09,73.24,1067.3,18.67,165.4,24.9,71.7,101.43,85.74,82.05,66.05,59.81,56.41,118.32,382.64,4.07,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Matale,Central highland,650,LLG2,Lanka Light Green grade 2,2607.91,348.89,160.08,123.09,73.24,1067.3,18.67,165.4,24.9,71.7,101.43,85.74,77.8,56.94,32.36,113.83,85.96,366.89,4.16,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Matale,Central highland,650,LB,Lower/brown grade,2049.32,253.26,160.08,123.09,73.24,1067.3,18.67,165.4,24.9,71.7,101.43,85.74,70.23,67.8,56.05,89.07,76.45,359.6,4.22,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Nuwara Eliya,Central highland,1200,LG,Lanka Green / premium green pods,3524.29,475.99,160.08,123.09,73.24,1067.3,18.67,177.1,21.5,76.4,101.43,85.74,112.82,68.46,53.25,57.01,77.17,368.71,4.34,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG1,Lanka Light Green grade 1,3002.6,400.6,160.08,123.09,73.24,1067.3,18.67,177.1,21.5,76.4,101.43,85.74,95.01,49.39,36.93,89.54,111.98,382.85,4.24,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Nuwara Eliya,Central highland,1200,LLG2,Lanka Light Green grade 2,2682.07,409.04,160.08,123.09,73.24,1067.3,18.67,177.1,21.5,76.4,101.43,85.74,113.5,57.42,58.14,112.82,84.48,426.36,3.85,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Nuwara Eliya,Central highland,1200,LB,Lower/brown grade,2138.84,271.67,160.08,123.09,73.24,1067.3,18.67,177.1,21.5,76.4,101.43,85.74,90.69,64.43,34.63,77.14,80.36,347.25,4.15,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Badulla,Uva highland,750,LG,Lanka Green / premium green pods,3172.87,407.69,160.08,123.09,73.24,1067.3,18.67,121.8,23.7,70.2,101.43,85.74,92.74,50.96,36.64,95.89,139.08,415.31,4.09,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Badulla,Uva highland,750,LLG1,Lanka Light Green grade 1,2731.02,394.41,160.08,123.09,73.24,1067.3,18.67,121.8,23.7,70.2,101.43,85.74,83.37,62.45,33.1,91.35,121.1,391.37,4.12,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Badulla,Uva highland,750,LLG2,Lanka Light Green grade 2,2417.22,283.53,160.08,123.09,73.24,1067.3,18.67,121.8,23.7,70.2,101.43,85.74,130.03,62.53,46.74,88.56,122.1,449.96,4.26,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Badulla,Uva highland,750,LB,Lower/brown grade,2082.61,278.34,160.08,123.09,73.24,1067.3,18.67,121.8,23.7,70.2,101.43,85.74,68.23,49.2,45.09,49.64,65.52,277.68,4.2,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LG,Lanka Green / premium green pods,2902.94,370.3,160.08,123.09,73.24,1067.3,18.67,228.6,25.3,74.8,101.43,85.74,104.01,58.88,57.9,88.79,88.78,398.36,4.45,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG1,Lanka Light Green grade 1,2674.34,404.64,160.08,123.09,73.24,1067.3,18.67,228.6,25.3,74.8,101.43,85.74,57.44,60.07,41.28,115.27,66.69,340.75,4.12,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LLG2,Lanka Light Green grade 2,2420.78,340.09,160.08,123.09,73.24,1067.3,18.67,228.6,25.3,74.8,101.43,85.74,113.99,52.61,42.89,49.51,98.75,357.75,4.11,source_calibrated_synthetic
8/20/2018,2018,8,34,3,pre_harvest,Ratnapura,Sabaragamuwa wet zone,450,LB,Lower/brown grade,1883,205.51,160.08,123.09,73.24,1067.3,18.67,228.6,25.3,74.8,101.43,85.74,97.99,55.95,41.18,52.96,127.65,375.73,4.41,source_calibrated_synthetic
